2021-12-30 14:37:58.864 [main] INFO  bot.BotOpenCorporatesApplication - Starting BotOpenCorporatesApplication using Java 11.0.11 on DESKTOP-KN5OJOB with PID 19076 (C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates\target\classes started by pedro in C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates)
2021-12-30 15:13:45.941 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 403 - https://api.opencorporates.com/companies/br/02539847000174
2021-12-30 15:13:46.213 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 403 - https://api.opencorporates.com/companies/br/02539847000174
2021-12-30 15:13:46.483 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 403 - https://api.opencorporates.com/companies/br/02539847000174
2021-12-30 15:13:46.484 [pool-1-thread-1] INFO  b.application.OpenCorporatesCrawler - Record status PROXY_ERROR crawled - Parameters {QTD_RETRIES=4}
2021-12-30 15:13:46.484 [pool-1-thread-1] ERROR b.application.OpenCorporatesCrawler - Proxy exception
bot.exceptions.ProxyException: Proxy exception
	at bot.application.OpenCorporatesCrawler.doHttpRequest(OpenCorporatesCrawler.java:152)
	at bot.application.OpenCorporatesCrawler.harvest(OpenCorporatesCrawler.java:98)
	at bot.runnables.Crawler.run(Crawler.java:93)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:834)
2021-12-30 15:13:46.484 [pool-1-thread-1] INFO  b.a.LoggingApplicationService - Logging status PROXY_ERROR for the bot-opencorporates
2021-12-30 15:13:47.140 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 15:13:47.140 [pool-1-thread-1] INFO  b.a.LoggingApplicationService - Logging execution 5667 milliseconds for the bot-opencorporates
2021-12-30 15:13:47.305 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 15:13:47.305 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:47.305 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:47.762 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.763 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.763 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.763 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.763 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.764 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.764 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.764 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.764 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.765 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.765 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.765 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.765 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.765 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.765 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.766 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.766 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.766 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.766 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Saving record - Input=null
2021-12-30 15:13:47.767 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record - Input=null
2021-12-30 15:13:47.767 [pool-2-thread-1] INFO  bot.application.OpenCorporatesLoader - Updating record with status UNKNOWN_ERROR - Input=null
2021-12-30 15:13:47.767 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 2s
2021-12-30 15:13:47.788 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 30s
2021-12-30 15:13:49.312 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:49.312 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:49.779 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 4s
2021-12-30 15:13:51.321 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:51.321 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:53.328 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:53.328 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:53.794 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 8s
2021-12-30 15:13:55.334 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:55.334 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:57.335 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:57.335 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:59.337 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:13:59.337 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:13:59.584 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 20s
2021-12-30 15:14:01.342 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:14:01.342 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:14:01.796 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 16s
2021-12-30 15:14:03.351 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:14:03.351 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:14:05.355 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 15:14:05.355 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 15:14:06.810 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-12-30 23:56:17.126 [main] INFO  bot.BotOpenCorporatesApplication - Starting BotOpenCorporatesApplication using Java 11.0.11 on DESKTOP-KN5OJOB with PID 11608 (C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates\target\classes started by pedro in C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates)
2021-12-30 23:56:17.129 [main] INFO  bot.BotOpenCorporatesApplication - No active profile set, falling back to default profiles: default
2021-12-30 23:56:17.952 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 23:56:17.955 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 23:56:17.958 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 2s
2021-12-30 23:56:17.969 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 2s
2021-12-30 23:56:17.986 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 2s
2021-12-30 23:56:18.160 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-12-30 23:56:18.216 [main] INFO  bot.BotOpenCorporatesApplication - Started BotOpenCorporatesApplication in 1.695 seconds (JVM running for 3.184)
2021-12-30 23:56:19.960 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 23:56:19.960 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 4s
2021-12-30 23:56:19.960 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 23:56:19.976 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 4s
2021-12-30 23:56:19.992 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 4s
2021-12-30 23:56:21.973 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 23:56:21.973 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 23:56:23.973 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 23:56:23.973 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 8s
2021-12-30 23:56:23.973 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-30 23:56:23.989 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 8s
2021-12-30 23:56:24.005 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 8s
2021-12-30 23:56:25.976 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-30 23:56:25.976 [pool-1-thread-1] INFO  b.application.OpenCorporatesCrawler - Crawling a record - Parameters {}
2021-12-30 23:56:27.388 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://opencorporates.com/users/sign_in
2021-12-30 23:56:28.148 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 200 - https://opencorporates.com/users/sign_in
2021-12-30 23:56:28.415 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://opencorporates.com/users/account
2021-12-30 23:56:29.657 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://opencorporates.com/companies/br?page=2&q=tecnologia&utf8=✓
2021-12-30 23:56:31.684 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/18293428000135
2021-12-30 23:56:31.978 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 16s
2021-12-30 23:56:31.993 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:32.008 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 16s
2021-12-30 23:56:32.092 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:32.092 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:32.092 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:32.093 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:32.093 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:32.093 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:32.095 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:32.095 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:32.095 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:32.096 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:32.096 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:32.096 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:32.096 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:32.097 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:32.097 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:32.097 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:32.097 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:32.097 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:32.098 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:32.098 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:32.098 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:32.098 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:32.098 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:32.098 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:32.106 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:32.901 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/19721563000105
2021-12-30 23:56:32.914 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:32.915 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:32.917 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:32.917 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:32.917 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:32.917 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:32.917 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:32.917 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:32.918 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:32.918 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:32.918 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:32.918 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:32.918 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:32.918 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:32.918 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:33.077 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:33.077 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 2s
2021-12-30 23:56:34.200 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/19360897000192
2021-12-30 23:56:35.086 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:35.088 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:35.088 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:35.088 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:35.088 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:35.088 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:35.089 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:35.090 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:35.276 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:35.276 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 2s
2021-12-30 23:56:35.644 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/17584320000139
2021-12-30 23:56:36.958 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/25210835000105
2021-12-30 23:56:37.277 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:37.278 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:37.279 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:37.279 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:37.279 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:37.279 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:37.279 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:37.280 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:37.280 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:37.280 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:37.280 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:37.280 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:37.280 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:37.280 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:37.464 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:37.464 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:37.466 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:37.466 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:37.466 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:37.466 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:37.466 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:37.466 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:37.467 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:37.467 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:37.467 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:37.467 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:37.467 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:37.467 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:37.467 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:37.680 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:37.680 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 2s
2021-12-30 23:56:38.352 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/17927300000113
2021-12-30 23:56:39.605 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/26909823000128
2021-12-30 23:56:39.692 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:39.693 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:39.694 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:39.694 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:39.694 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:39.694 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:39.694 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:39.694 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:39.874 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:39.874 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:39.876 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
2021-12-30 23:56:39.876 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['start_date']
2021-12-30 23:56:39.876 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['end_date']
2021-12-30 23:56:39.876 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['occupation']
2021-12-30 23:56:39.876 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['inactive']
2021-12-30 23:56:39.876 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['current_status']
2021-12-30 23:56:39.876 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status FOUND for the bot-opencorporates
2021-12-30 23:56:40.044 [pool-3-thread-1] INFO  http.adapter.HttpGatewayImpl - POST - HTTP 202 - https://app.datadoghq.com/api/v1/series?api_key=c999e86d7588a9676a63e18b7148ff50
2021-12-30 23:56:40.044 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 2s
2021-12-30 23:56:40.853 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/24177121000171
2021-12-30 23:56:42.056 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-30 23:56:42.057 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['officer']['uid']
